image_name,BoxesString
009299_1.png,67 75 74 81
001587_1.png,7 85 13 92
008175_1.png,29 34 37 44
007295_1.png,15 108 20 114
003806_1.png,67 36 78 47
006877_1.png,100 7 107 13
004352_1.png,8 59 12 64
007778_1.png,50 61 60 70
008903_1.png,114 104 122 113
003797_1.png,106 92 112 98
005945_1.png,54 84 61 92
006777_1.png,112 5 124 15
004150_1.png,50 113 63 123
007010_1.png,72 54 81 64
007379_1.png,92 55 99 67
008001_1.png,86 62 90 66
005714_1.png,23 106 33 116
008550_1.png,18 3 28 17
008871_1.png,95 69 107 82
007506_1.png,19 56 29 65
006253_1.png,16 7 22 13
007410_1.png,113 114 121 122
005144_1.png,16 111 21 116
009093_1.png,29 8 33 12
005282_1.png,77 48 81 54
009405_1.png,76 114 84 122
009725_1.png,7 54 13 61
007846_1.png,95 12 105 21
002504_1.png,46 27 55 33
000976_1.png,116 100 120 105
007254_1.png,9 5 19 15
000961_1.png,76 27 88 41
003725_1.png,6 23 14 31
004820_1.png,18 65 26 71
003293_1.png,73 82 85 92
000333_1.png,9 56 15 63
008239_1.png,102 111 106 115
008190_1.png,97 65 103 72
007422_1.png,111 26 119 35
004829_1.png,17 54 27 63
006521_1.png,36 68 45 76
005793_1.png,8 93 12 98
001218_1.png,101 62 112 74
009034_1.png,100 41 108 51
000246_1.png,7 35 15 43
005445_1.png,28 112 39 124
000989_1.png,77 104 84 110
002044_1.png,111 38 125 46
002359_1.png,68 115 74 121
005814_1.png,40 27 46 33
000676_1.png,45 40 50 45
008573_1.png,62 112 73 124
006405_1.png,26 35 32 43
004765_1.png,17 60 26 67
007301_1.png,6 114 14 122
007659_1.png,77 100 82 105
000359_1.png,23 31 34 39
002651_1.png,24 76 31 85
003421_1.png,76 88 84 97
005583_1.png,48 13 55 20
006385_1.png,114 113 122 123
000579_1.png,20 7 28 13
006795_1.png,111 106 125 117
004397_1.png,40 40 51 51
003689_1.png,57 43 63 50
009346_1.png,85 30 95 40
003352_1.png,70 47 86 63
008200_1.png,88 84 97 94
006470_1.png,25 112 34 124
000269_1.png,90 18 103 32
005372_1.png,6 63 14 71
006283_1.png,45 75 53 86
001395_1.png,113 27 123 38
005928_1.png,63 96 73 105
007453_1.png,38 20 43 25
009370_1.png,43 79 53 87
007888_1.png,64 68 76 77
000016_1.png,7 41 13 49
009752_1.png,25 112 32 120
004966_1.png,30 65 38 74
003502_1.png,34 18 40 23
006801_1.png,17 63 24 70
003988_1.png,14 88 22 99
003935_1.png,6 90 16 100
000237_1.png,28 97 38 106
005638_1.png,60 8 70 21
001163_1.png,113 114 123 122
008452_1.png,88 33 92 37
007043_1.png,100 107 113 120
000504_1.png,63 7 69 16
006759_1.png,92 14 98 20
001806_1.png,72 49 79 56
002248_1.png,7 90 13 98
003566_1.png,70 97 82 104
005367_1.png,63 63 70 71
001201_1.png,13 16 24 23
009841_1.png,24 112 29 118
006671_1.png,52 111 59 118
002694_1.png,83 61 87 66
009755_1.png,25 70 29 74
000724_1.png,29 48 36 55
000550_1.png,68 85 73 90
005482_1.png,11 113 21 123
001158_1.png,115 111 121 118
004750_1.png,11 87 16 92
007419_1.png,87 70 94 80
002686_1.png,51 4 66 16
003732_1.png,31 11 41 20
003531_1.png,58 47 66 58
009389_1.png,34 46 38 51
001612_1.png,97 91 104 97
008181_1.png,75 25 80 29
009510_1.png,83 7 89 13
005791_1.png,37 94 48 102
004608_1.png,102 85 108 90
001353_1.png,45 78 53 85
001278_1.png,41 90 48 98
009267_1.png,69 49 79 64
000071_1.png,83 7 92 13
008729_1.png,111 35 118 44
009195_1.png,50 60 55 65
005403_1.png,19 36 28 44
005727_1.png,64 75 75 86
002590_1.png,57 61 70 72
002885_1.png,21 51 28 57
000871_1.png,113 103 123 110
009400_1.png,112 105 124 121
009286_1.png,16 53 20 57
003519_1.png,112 115 119 121
006596_1.png,116 116 120 120
008820_1.png,6 5 14 15
005213_1.png,84 112 95 124
000415_1.png,103 32 113 44
003152_1.png,38 42 43 48
006296_1.png,115 41 121 47
007895_1.png,11 110 18 116
000422_1.png,73 38 79 43
004088_1.png,95 65 104 73
007344_1.png,48 70 56 79
009733_1.png,113 38 123 50
002015_1.png,7 56 13 62
003133_1.png,78 115 83 121
006341_1.png,70 63 77 70
009563_1.png,116 8 120 12
005013_1.png,21 115 26 121
002861_1.png,62 101 66 106
003309_1.png,96 106 107 115
008368_1.png,93 77 104 91
000117_1.png,66 85 71 90
009268_1.png,66 12 72 18
000744_1.png,53 108 63 119
005987_1.png,110 43 122 56
009461_1.png,62 42 67 47
006594_1.png,86 64 90 68
008825_1.png,100 105 109 116
008373_1.png,114 33 118 37
007751_1.png,20 7 25 13
001714_1.png,78 85 91 96
002016_1.png,25 36 32 46
006218_1.png,72 34 77 39
005919_1.png,110 8 115 12
003278_1.png,20 76 31 89
006692_1.png,100 96 108 103
002426_1.png,79 14 84 18
006831_1.png,114 4 122 16
003332_1.png,111 15 119 23
004637_1.png,68 99 72 103
009403_1.png,67 83 75 91
001446_1.png,106 16 110 20
008291_1.png,4 105 16 116
009084_1.png,11 13 18 20
004771_1.png,88 18 99 27
006754_1.png,5 76 15 85
006141_1.png,110 65 114 70
002343_1.png,73 61 77 67
001739_1.png,66 96 76 107
008633_1.png,112 10 119 15
002213_1.png,44 59 56 70
000834_1.png,72 75 81 86
007997_1.png,50 113 59 123
006929_1.png,58 13 63 18
000841_1.png,6 81 14 92
007281_1.png,9 98 17 104
006214_1.png,78 53 87 65
004561_1.png,12 22 16 26
003700_1.png,93 84 102 93
005279_1.png,22 68 35 80
003631_1.png,33 34 38 39
006817_1.png,16 64 20 68
006336_1.png,91 54 104 64
008347_1.png,6 51 14 58
007391_1.png,78 18 82 22
006377_1.png,18 106 26 115
006161_1.png,8 19 12 23
006228_1.png,93 100 100 107
003528_1.png,48 51 59 62
005545_1.png,32 53 37 57
001596_1.png,64 55 73 65
005416_1.png,24 49 32 56
003679_1.png,113 74 120 81
004776_1.png,101 43 112 52
007038_1.png,31 23 40 33
007047_1.png,73 14 80 21
009582_1.png,38 7 47 13
007252_1.png,65 36 76 46
003290_1.png,92 5 104 15
002702_1.png,27 72 39 82
005231_1.png,89 6 99 14
000379_1.png,71 5 82 15
006180_1.png,43 21 51 28
003523_1.png,27 7 35 17
006306_1.png,116 33 120 38
005125_1.png,41 100 52 112
003722_1.png,68 114 73 118
006406_1.png,115 102 121 107
003517_1.png,57 96 70 107
004300_1.png,79 59 85 64
005453_1.png,87 115 93 121
002768_1.png,113 48 120 55
000786_1.png,44 85 50 91
008216_1.png,115 27 121 33
007263_1.png,6 24 14 30
004500_1.png,64 101 71 109
008695_1.png,38 23 50 34
009054_1.png,42 10 52 22
000039_1.png,99 76 106 81
002182_1.png,114 58 119 63
003153_1.png,5 76 15 83
002344_1.png,114 112 122 124
007209_1.png,88 36 93 42
002647_1.png,65 57 71 62
002185_1.png,113 61 123 68
003818_1.png,115 83 121 89
009021_1.png,17 113 27 123
002158_1.png,66 3 79 17
001913_1.png,110 110 116 118
002474_1.png,88 88 93 93
001070_1.png,63 97 72 109
002858_1.png,61 12 69 21
003386_1.png,34 115 38 120
008461_1.png,114 9 122 20
001517_1.png,12 31 16 35
007581_1.png,86 9 97 18
006156_1.png,103 38 109 43
009269_1.png,94 57 105 67
008045_1.png,41 41 51 50
001050_1.png,75 10 83 16
001761_1.png,32 40 41 50
007133_1.png,109 35 114 39
009067_1.png,82 12 88 18
000250_1.png,52 67 59 73
007246_1.png,97 109 102 114
002813_1.png,116 93 120 97
001665_1.png,107 95 111 99
006548_1.png,6 76 14 85
007818_1.png,92 40 99 46
005585_1.png,51 38 65 51
008327_1.png,23 30 35 42
001932_1.png,12 20 16 24
009878_1.png,21 27 34 36
001682_1.png,10 53 20 63
003134_1.png,81 8 88 15
005532_1.png,50 29 58 35
002378_1.png,9 70 13 75
004475_1.png,35 101 40 105
001898_1.png,7 92 13 98
005376_1.png,7 58 13 63
004919_1.png,67 62 79 73
005281_1.png,6 65 14 74
001121_1.png,116 116 120 120
001351_1.png,6 70 14 81
004109_1.png,115 17 121 22
005189_1.png,114 99 122 105
003284_1.png,21 6 27 14
004501_1.png,109 5 118 15
002698_1.png,11 21 19 32
000450_1.png,39 9 43 13
008226_1.png,80 38 87 46
001091_1.png,6 113 14 123
002664_1.png,51 93 57 99
000763_1.png,25 111 29 115
004532_1.png,69 71 79 80
005012_1.png,78 9 87 18
006436_1.png,3 81 17 93
005805_1.png,7 83 13 89
009907_1.png,4 121 10 127;91 77 97 85;58 39 66 47
009884_1.png,50 94 54 98
004700_1.png,16 115 20 119
005406_1.png,13 50 19 55
000794_1.png,101 105 107 111
008831_1.png,66 98 72 105
003041_1.png,78 15 82 19
005208_1.png,5 113 15 123
009292_1.png,114 97 119 104
000795_1.png,55 114 59 118
001693_1.png,67 78 77 85
005434_1.png,114 73 118 77
004106_1.png,48 105 53 109
005097_1.png,16 39 22 45
006445_1.png,114 100 122 107
002411_1.png,70 107 81 118
008405_1.png,43 108 56 115
003077_1.png,42 22 53 33
009578_1.png,31 42 40 51
005037_1.png,104 31 112 40
007724_1.png,50 57 59 66
009309_1.png,82 87 88 95
009642_1.png,30 98 37 105
003500_1.png,7 34 13 41
003263_1.png,8 116 12 120
006473_1.png,67 40 81 51
003582_1.png,67 73 77 83
009129_1.png,48 111 58 125
004365_1.png,45 116 50 121
006478_1.png,8 5 18 15
004195_1.png,29 40 35 47
001008_1.png,46 49 57 61
001237_1.png,3 78 17 90
002938_1.png,64 24 73 33
000772_1.png,15 52 21 60
002349_1.png,28 95 34 101
003475_1.png,83 53 88 60
007644_1.png,116 69 120 74
003339_1.png,84 115 89 120
003094_1.png,7 8 13 12
001827_1.png,52 66 58 72
004356_1.png,93 113 101 120
008479_1.png,99 105 105 111
005948_1.png,6 39 14 47
009485_1.png,8 109 12 113
009553_1.png,106 5 116 15
001011_1.png,82 11 88 18
007000_1.png,63 116 67 120
004502_1.png,84 51 92 60
008081_1.png,105 31 111 36
002096_1.png,69 7 74 13
000064_1.png,52 116 56 120
003446_1.png,79 59 87 65
000648_1.png,115 61 121 70
003239_1.png,22 69 33 78
002658_1.png,7 34 13 39
009433_1.png,46 87 50 92
005269_1.png,26 74 33 80
002942_1.png,91 87 104 95
003853_1.png,15 69 20 73
002060_1.png,24 6 33 16
000314_1.png,108 79 116 89
006339_1.png,62 102 72 112
003950_1.png,106 46 113 53
009497_1.png,103 80 112 89
001676_1.png,29 32 39 42
007500_1.png,103 111 114 125
007956_1.png,40 71 49 80
000528_1.png,74 17 80 25
002927_1.png,32 47 41 55
007968_1.png,64 29 73 37
005513_1.png,47 93 61 101
001323_1.png,96 107 109 115
001421_1.png,71 8 75 12
006823_1.png,69 68 75 75
004126_1.png,96 27 100 31
000727_1.png,6 84 14 91
002303_1.png,73 93 82 102
000642_1.png,8 40 12 44
006446_1.png,7 103 15 113
007958_1.png,102 48 106 53
008557_1.png,42 84 46 89
009111_1.png,114 79 122 87
009082_1.png,48 7 55 13
003719_1.png,98 48 108 58
006889_1.png,30 57 35 62
006285_1.png,72 18 77 25
003024_1.png,91 7 107 21
007882_1.png,78 23 90 35
004708_1.png,32 80 40 89
006962_1.png,75 7 80 13
005424_1.png,112 3 122 17
004374_1.png,88 89 98 98
002628_1.png,21 68 30 73
007769_1.png,97 48 101 53
001401_1.png,71 55 78 64
003083_1.png,85 65 95 76
009280_1.png,91 30 104 43
003108_1.png,34 111 49 125
002021_1.png,77 112 88 124
006092_1.png,23 83 32 98
004835_1.png,57 107 70 120
005120_1.png,114 39 122 46
006907_1.png,18 114 24 122
000188_1.png,76 109 80 114
001810_1.png,7 21 13 28
002856_1.png,114 12 121 20
005543_1.png,76 66 80 71
003022_1.png,45 98 56 110
000480_1.png,19 87 30 94
003881_1.png,3 58 17 72
003871_1.png,13 77 18 82
003625_1.png,23 45 30 51
005925_1.png,39 74 44 79
005965_1.png,100 110 108 121
009091_1.png,112 86 118 93
005164_1.png,33 10 45 23
009698_1.png,113 82 123 92
003400_1.png,26 17 34 25
002055_1.png,56 23 67 34
002555_1.png,51 68 56 73
004343_1.png,18 51 23 56
001845_1.png,114 14 120 23
002438_1.png,97 114 103 122
003434_1.png,56 62 66 72
009976_1.png,18 105 22 109;5 90 9 94;77 8 81 12
008187_1.png,73 23 81 31
005984_1.png,61 110 65 115
008281_1.png,53 29 61 37
000382_1.png,116 8 120 12
009451_1.png,115 14 121 21
008362_1.png,84 79 92 88
006453_1.png,75 49 84 59
008218_1.png,59 51 70 64
001598_1.png,102 111 112 118
000934_1.png,7 7 13 13
007823_1.png,9 6 25 22
003590_1.png,17 34 23 39
002883_1.png,50 71 61 81
002175_1.png,114 102 119 107
000440_1.png,109 55 119 66
005088_1.png,116 116 120 120
005819_1.png,116 28 120 32
007660_1.png,90 40 98 51
004225_1.png,11 36 19 44
006587_1.png,66 61 76 70
007052_1.png,6 19 15 27
004018_1.png,9 70 16 76
005122_1.png,116 8 120 12
002547_1.png,17 38 22 43
009732_1.png,113 76 119 82
000371_1.png,53 70 67 79
008804_1.png,111 39 115 44
000462_1.png,26 40 36 48
004866_1.png,88 48 93 53
007964_1.png,115 15 121 21
009519_1.png,68 88 78 96
004634_1.png,115 108 121 114
002662_1.png,110 106 126 117
007020_1.png,86 68 95 76
008505_1.png,14 100 18 104
006381_1.png,23 110 29 118
009650_1.png,52 95 58 100
005765_1.png,104 25 114 35
005555_1.png,62 97 68 103
005188_1.png,5 18 15 26
003736_1.png,102 75 108 80
001670_1.png,28 82 39 92
002163_1.png,114 67 122 79
007179_1.png,114 68 122 75
007102_1.png,89 40 102 48
000969_1.png,111 60 116 65
006425_1.png,57 114 63 122
006841_1.png,100 99 109 108
007933_1.png,116 72 120 76
007374_1.png,86 22 95 36
009128_1.png,79 81 87 89
003138_1.png,96 59 101 64
004455_1.png,11 53 15 58
006280_1.png,27 15 40 23
009618_1.png,68 62 78 72
003597_1.png,100 28 111 39
008880_1.png,113 11 123 21
001437_1.png,96 2 107 18
006432_1.png,72 116 77 120
002285_1.png,54 100 58 104
009699_1.png,8 51 14 58
009290_1.png,63 94 78 109
005104_1.png,32 13 36 17
008161_1.png,33 100 42 108
009356_1.png,33 115 39 121
000028_1.png,42 104 53 112
005396_1.png,45 68 56 76
001120_1.png,46 70 54 77
001081_1.png,93 31 105 44
002486_1.png,6 101 14 110
000299_1.png,59 53 64 58
005234_1.png,11 7 21 13
009790_1.png,40 114 49 122
009787_1.png,101 37 105 41
000864_1.png,42 46 49 52
004216_1.png,43 10 53 17
003799_1.png,72 4 83 16
001131_1.png,93 99 101 107
007099_1.png,7 97 13 104
004366_1.png,7 113 17 123
000432_1.png,48 85 61 99
001909_1.png,107 44 112 49
002006_1.png,6 9 14 20
004481_1.png,18 53 30 61
007580_1.png,4 23 16 31
006678_1.png,76 61 82 68
002925_1.png,61 33 70 42
006822_1.png,28 4 40 16
001457_1.png,44 9 48 13
000589_1.png,33 112 38 118
002138_1.png,62 77 70 88
001331_1.png,113 22 123 32
004056_1.png,84 78 94 87
006649_1.png,116 84 120 88
009537_1.png,72 51 82 58
006691_1.png,86 91 94 97
005328_1.png,35 59 41 64
003089_1.png,61 15 71 24
004875_1.png,114 63 122 72
005726_1.png,43 60 49 65
009003_1.png,79 35 85 41
005248_1.png,64 12 77 20
002902_1.png,103 66 109 72
004238_1.png,56 116 61 120
006867_1.png,24 72 35 82
000783_1.png,17 6 26 14
008645_1.png,20 54 29 62
001136_1.png,35 17 41 22
005284_1.png,41 73 45 77
001880_1.png,22 25 36 37
003854_1.png,12 55 16 60
001859_1.png,114 41 122 47
009459_1.png,46 18 50 22
003099_1.png,80 88 85 93
005756_1.png,106 72 114 79
006499_1.png,6 6 15 20
005900_1.png,32 62 37 68
009772_1.png,11 21 20 32
008718_1.png,115 54 121 60
003257_1.png,38 24 49 36
002112_1.png,3 25 17 36
009222_1.png,107 34 113 40
007876_1.png,11 7 18 13
001869_1.png,8 108 12 113
008581_1.png,26 71 35 81
008050_1.png,39 78 43 82
008569_1.png,111 42 125 55
004662_1.png,73 8 78 12
002341_1.png,26 36 30 41
008788_1.png,86 2 100 18
006718_1.png,115 29 121 36
000367_1.png,80 15 87 24
003222_1.png,10 68 17 75
005001_1.png,84 59 92 67
001093_1.png,56 116 60 120
009588_1.png,101 25 113 35
002463_1.png,64 105 69 109
004991_1.png,46 8 51 12
005212_1.png,40 12 52 22
000770_1.png,33 75 39 80
005426_1.png,34 52 43 61
